"","major","degree","decision_method","gpa","gre_verbal","gre_quant","status","uni_faculty","uni_pub","decision_month"
"8516","CS","PhD","E-mail",3.5,164,165,"American",11,1.4,"02"
"8859","CS","PhD","E-mail",3.9,156,166,"International",83,9.9,"01"
"797","CS","MS","E-mail",3.77,155,165,"International",152,18.1,"02"
"3140","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",57,11.5,"02"
"4613","CS","PhD","E-mail",3.86,145,164,"Other",23,2.7,"03"
"5786","CS","PhD","E-mail",NA,NA,NA,"International",57,11.5,"02"
"14807","ECE","MS","E-mail",NA,NA,NA,"International",47,3,"03"
"15773","CS","PhD","Postal Service",NA,NA,NA,"International with US Degree",85,12.3,"02"
"15309","CS","PhD","Website",NA,NA,NA,"International",24,2.1,"03"
"14751","CS","PhD","E-mail",3.8,151,166,"International",12,1.8,"04"
"6176","CS","PhD","Other",NA,NA,NA,"International",51,5.3,"01"
"10224","CS","MS","E-mail",3.5,154,166,"International",83,11.1,"03"
"1852","CS","MS","Website",NA,153,159,"International",30,2.3,"03"
"6002","CS","PhD","E-mail",NA,142,158,"International",57,8.4,"02"
"5027","HCI","MS","Website",3.26,164,161,"American",73,6.7,"02"
"657","CS","MS","E-mail",3.8,162,170,"American",42,5.4,"04"
"8224","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"8003","CS","PhD","E-mail",3.84,160,164,"American",48,5.9,"02"
"3674","CS","PhD","E-mail",3.63,143,165,"International",22,1.9,"04"
"14565","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",22,2.4,"04"
"5781","CS","PhD","E-mail",NA,NA,NA,"International",57,11.5,"02"
"8998","CS","PhD","E-mail",NA,NA,NA,"International",33,2.8,"04"
"3872","CS","PhD","E-mail",3.63,155,162,"International",33,3.4,"04"
"3558","ECE","PhD","E-mail",3.46,143,166,"International with US Degree",83,9.9,"10"
"16214","CS","PhD","E-mail",NA,NA,NA,"International",68,8.7,"02"
"968","ECE","MS","E-mail",NA,NA,NA,"International",35,3.4,"03"
"538","CS","MS","Website",NA,156,155,"American",37,5,"04"
"2142","CS","PhD","E-mail",3.64,144,158,"International with US Degree",32,2.7,"02"
"4965","CS","PhD","Other",NA,NA,NA,"International",46,4.3,"03"
"2690","CS","MS","Other",NA,NA,NA,"International",152,18.1,"02"
"173","CS","MS","E-mail",NA,NA,NA,"International",28,2.9,"05"
"688","CS","MS","E-mail",NA,NA,NA,"International",47,5.8,"04"
"12071","CS","MS","E-mail",3.74,168,166,"American",57,11.5,"03"
"7432","CS","MS","E-mail",NA,NA,NA,"International",152,18.1,"03"
"2876","CS","MS","E-mail",NA,163,170,"Other",48,5.9,"02"
"7805","CS","PhD","E-mail",3.43,163,163,"International",11,1.4,"02"
"6369","CS","MS","E-mail",3.8,160,167,"International",19,1.9,"04"
"4070","CS","MS","E-mail",3.2,151,168,"International",50,4.7,"04"
"5611","CS","PhD","E-mail",3.8,162,164,"American",51,5.3,"02"
"7181","CS","MS","E-mail",4,163,168,"American",68,8.7,"03"
"4681","Other","MS","Phone",3.3,152,146,"American",57,8.4,"02"
"1485","CS","PhD","E-mail",NA,NA,NA,"International",83,9.9,"03"
"5232","ECE","PhD","Website",NA,NA,NA,"American",21,2.1,"01"
"3169","CS","MS","E-mail",NA,NA,NA,"International",53,6.9,"02"
"15162","CS","PhD","Website",NA,NA,NA,"International",42,5.4,"03"
"7881","CS","PhD","E-mail",NA,NA,NA,"Other",30,2.3,"02"
"4388","CS","MS","E-mail",NA,NA,NA,"International",57,11.5,"03"
"16036","CS","PhD","E-mail",NA,NA,NA,"American",51,5.3,"02"
"11249","CS","PhD","E-mail",NA,NA,NA,"American",53,4.8,"02"
"6874","CS","MS","E-mail",3,150,170,"International",53,4.8,"02"
"12172","ECE","PhD","Website",NA,NA,NA,"International",30,2.3,"03"
"6325","ECE","PhD","Website",NA,NA,NA,"International with US Degree",35,3.4,"04"
"8501","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"10351","ECE","PhD","E-mail",NA,NA,NA,"International",19,1.9,"03"
"8413","CS","MS","E-mail",NA,NA,NA,"International with US Degree",152,18.1,"02"
"13445","CS","PhD","E-mail",3.7,157,166,"International",152,18.1,"02"
"3762","CS","MS","E-mail",3.7,155,168,"International",38,3.1,"04"
"14464","CS","MS","E-mail",4,170,149,"American",37,5,"04"
"12551","ECE","MS","E-mail",NA,NA,NA,"International",37,3.1,"01"
"10161","CS","PhD","E-mail",NA,NA,NA,"International",12,1.8,"03"
"6154","CS","PhD","E-mail",NA,NA,NA,"International",42,5.4,"01"
"13007","ECE","PhD","E-mail",NA,NA,NA,"American",42,5.4,"03"
"11731","CS","MS","E-mail",NA,NA,NA,"International",19,2.8,"04"
"6228","CS","PhD","E-mail",3.96,161,147,"International",NA,NA,"07"
"2209","HCI","MS","E-mail",NA,NA,NA,"American",152,18.1,"02"
"2927","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",24,1.6,"02"
"11740","CS","PhD","Phone",NA,NA,NA,"International",50,4.7,"04"
"9860","CS","PhD","E-mail",NA,NA,NA,"International",13,1.5,"03"
"10492","CS","PhD","E-mail",3.42,170,152,"International",28,2,"02"
"5237","ECE","MS","E-mail",NA,NA,NA,"International",23,1.9,"02"
"2536","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",50,4.7,"02"
"11717","CS","PhD","E-mail",3.44,164,161,"International",21,2.1,"04"
"13060","CS","PhD","E-mail",NA,NA,NA,"American",83,9.9,"03"
"7541","CS","PhD","Website",NA,NA,NA,"International",25,3.5,"03"
"8186","CS","PhD","E-mail",3.8,149,160,"International",85,12.3,"02"
"15406","CS","PhD","E-mail",NA,NA,NA,"International",15,1.9,"03"
"3397","CS","MS","Website",4,153,168,"International",10,1.5,"01"
"2433","CS","MS","E-mail",NA,NA,NA,"American",37,5,"02"
"1392","CS","MS","E-mail",4,148,170,"International",57,11.5,"03"
"4058","CS","PhD","E-mail",NA,NA,NA,"International",42,5.4,"04"
"9980","ECE","MS","E-mail",NA,NA,NA,"American",50,5.7,"03"
"4060","CS","PhD","Website",3.6,147,164,"International",50,4.7,"04"
"3987","ECE","MS","E-mail",NA,155,167,"International",50,5.7,"04"
"11053","CS","PhD","E-mail",3.3,170,155,"International",20,1.5,"02"
"13761","CS","PhD","E-mail",NA,NA,NA,"International",53,6.9,"02"
"1471","CS","MS","E-mail",NA,NA,NA,"International",47,5.8,"03"
"128","CS","MS","Website",3.97,150,168,"International",37,3.1,"05"
"4738","CS","MS","E-mail",3.3,161,168,"International",30,2.3,"03"
"5271","CS","PhD","E-mail",3.88,157,161,"International",32,2.7,"02"
"2383","CS","MS","E-mail",3.78,153,166,"International",28,2.9,"02"
"5261","CS","PhD","E-mail",NA,NA,NA,"International",22,2.5,"02"
"14819","CS","MS","E-mail",NA,NA,NA,"International",68,8.7,"03"
"7206","CS","MS","E-mail",NA,NA,NA,"International",42,5.4,"03"
"187","CS","MS","Website",3.67,154,164,"International",37,3.1,"05"
"12350","CS","MS","E-mail",NA,NA,NA,"International",47,5.8,"03"
"14736","CS","PhD","E-mail",NA,NA,NA,"International",12,1.8,"04"
"7521","HCI","MS","E-mail",3.4,148,156,"American",152,18.1,"03"
"11142","ECE","PhD","E-mail",3.7,164,166,"International with US Degree",85,12.3,"02"
"7896","ECE","PhD","E-mail",3.81,144,159,"International",55,4.3,"02"
"10434","ECE","PhD","E-mail",NA,161,166,"International",53,4.8,"02"
"610","CS","MS","E-mail",3.74,154,167,"International",37,5,"04"
"15646","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",152,18.1,"02"
"10054","CS","MS","E-mail",NA,NA,NA,"International",22,2.4,"03"
"6692","CS","MS","E-mail",3.89,155,161,"American",53,6.9,"04"
"11353","ECE","PhD","E-mail",NA,NA,NA,"American",53,6.9,"02"
"1158","CS","PhD","E-mail",3.59,164,162,"American",47,3,"03"
"9771","CS","PhD","E-mail",NA,NA,NA,"American",83,9.9,"03"
"2443","ECE","PhD","E-mail",NA,NA,NA,"International",37,3.4,"02"
"8347","CS","PhD","Other",4,152,158,"International",10,1.2,"02"
"4628","CS","PhD","Website",NA,NA,NA,"International",13,1.6,"03"
"10999","CS","PhD","E-mail",3.5,167,153,"American",13,1.6,"02"
"5166","ECE","MS","Website",3.6,170,153,"International",22,2.8,"02"
"12753","CS","PhD","E-mail",NA,NA,NA,"American",47,3,"03"
"5157","CS","PhD","E-mail",NA,NA,NA,"American",43,3.6,"02"
"16309","CS","PhD","E-mail",4,140,166,"International",68,8.7,"02"
"869","ECE","MS","E-mail",NA,NA,NA,"International",83,9.9,"04"
"7974","CS","PhD","E-mail",3.8,142,167,"International",48,5.9,"02"
"1885","CS","MS","E-mail",NA,NA,NA,"International",73,6.7,"03"
"10204","CS","PhD","E-mail",3.44,170,157,"International with US Degree",38,3.1,"03"
"9928","ECE","PhD","E-mail",NA,NA,NA,"American",23,1.9,"03"
"9375","CS","MS","E-mail",3.4,161,163,"American",83,9.9,"03"
"16197","CS","PhD","E-mail",NA,NA,NA,"American",30,2.3,"02"
"15336","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",25,3.5,"02"
"76","CS","MS","E-mail",NA,NA,NA,"International",48,5.9,"05"
"10672","CS","PhD","Phone",NA,NA,NA,"American",85,12.3,"02"
"13199","ECE","PhD","E-mail",NA,NA,NA,"International",83,11.1,"03"
"13309","CS","MS","E-mail",3.2,168,166,"International",52,6.4,"02"
"5990","CS","PhD","E-mail",NA,NA,NA,"International",57,8.4,"02"
"8793","CS","PhD","Phone",NA,NA,NA,"International with US Degree",152,18.1,"01"
"13573","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"6836","CS","MS","Website",NA,NA,NA,"American",46,5.6,"03"
"7776","CS","PhD","E-mail",NA,NA,NA,"International",47,5.8,"02"
"11003","CS","PhD","E-mail",NA,NA,NA,"American",53,6.9,"02"
"4178","IS","PhD","Website",NA,NA,NA,"International",26,2.3,"04"
"11160","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"13731","CS","MS","E-mail",NA,NA,NA,"International",34,2.3,"02"
"838","CS","PhD","E-mail",4,155,169,"American",30,2.8,"04"
"11167","CS","PhD","E-mail",4,161,166,"International",152,18.1,"02"
"7261","CS","PhD","E-mail",3.92,153,161,"International",83,9.9,"03"
"4637","CS","PhD","Website",NA,NA,NA,"American",52,6.4,"03"
"3750","CS","PhD","E-mail",3.56,154,164,"International",24,2,"04"
"3719","CS","MS","Website",NA,147,164,"International",55,4.3,"04"
"1737","CS","MS","Website",3.2,155,170,"International",NA,NA,"03"
"9172","CS","MS","E-mail",NA,NA,NA,"American",73,6.7,"04"
"2938","ECE","MS","E-mail",NA,NA,NA,"International",53,6.9,"02"
"12569","CS","PhD","Other",NA,NA,NA,"International",83,9.9,"03"
"4851","ECE","PhD","E-mail",NA,NA,NA,"International",52,6.4,"03"
"15808","CS","PhD","Website",3.96,160,166,"American",85,12.3,"02"
"1175","CS","PhD","Website",3.67,164,145,"International",25,3.5,"03"
"1957","CS","MS","Website",3.73,144,161,"International",73,6.7,"03"
"594","CS","MS","E-mail",3.3,164,166,"American",23,2.7,"04"
"13006","CS","PhD","Website",NA,NA,NA,"International",50,4.7,"03"
"10754","CS","PhD","Website",NA,NA,NA,"International",53,4.8,"02"
"4404","CS","MS","Website",NA,164,164,"International",73,6.7,"03"
"6962","ECE","MS","Website",NA,NA,NA,"American",42,5.4,"03"
"7517","CS","PhD","E-mail",NA,NA,NA,"International",15,1.5,"03"
"3041","CS","PhD","E-mail",NA,NA,NA,"American",57,8.4,"02"
"12980","CS","PhD","Website",NA,NA,NA,"International",15,1.5,NA
"6546","CS","MS","E-mail",3.33,154,159,"International",37,5,"04"
"9705","CS","MS","E-mail",3.64,155,163,"American",46,4.3,"03"
"16219","CS","PhD","E-mail",3.88,164,158,"American",68,8.7,"02"
"4006","CS","PhD","Website",3.63,155,162,"International",22,1.9,"04"
"4837","CS","MS","Website",3.42,165,162,"American",37,5,"03"
"7187","CS","PhD","E-mail",3.4,162,162,"International",46,5.6,"03"
"12254","ECE","PhD","Website",3.8,154,164,"International",38,3.1,"03"
"717","CS","MS","E-mail",3.83,153,166,"International with US Degree",46,4.3,"04"
"12751","CS","PhD","E-mail",NA,NA,NA,"American",47,3,"03"
"5791","CS","PhD","E-mail",NA,166,168,"International",57,11.5,"02"
"15146","ECE","PhD","Website",NA,NA,NA,"International",55,4.7,"03"
"14704","CS","PhD","E-mail",NA,NA,NA,"International",13,1.8,"04"
"7305","CS","PhD","Website",NA,NA,NA,"International",23,2.7,"03"
"9801","ECE","MS","E-mail",NA,NA,NA,"American",83,9.9,"03"
"10118","CS","MS","E-mail",NA,NA,NA,"International",33,3.4,"02"
"9630","CS","MS","E-mail",3.96,146,149,"International",26,3.3,"02"
"15588","CS","PhD","E-mail",NA,NA,NA,"American",13,1.6,"02"
"3241","CS","PhD","E-mail",NA,NA,NA,"International",22,2.4,"02"
"15648","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",152,18.1,"02"
"3444","CS","PhD","E-mail",4,161,168,"American",11,1.2,"01"
"9374","CS","PhD","E-mail",NA,NA,NA,"International",53,6.9,"04"
"13793","CS","PhD","E-mail",NA,NA,NA,"International",63,8.6,"02"
"11121","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",57,11.5,"02"
"13987","CS","PhD","E-mail",NA,NA,NA,"American",57,11.5,"02"
"14028","CS","PhD","Phone",NA,NA,NA,"International",26,3.3,"02"
"1162","CS","PhD","E-mail",NA,NA,NA,"International",46,4.3,"03"
"12916","CS","MS","E-mail",NA,NA,NA,"International",48,5.9,"03"
"6483","ECE","PhD","E-mail",3.92,154,165,"International",48,5.9,"04"
"1213","CS","MS","Website",NA,NA,NA,"International",55,4.3,"03"
"6998","CS","PhD","Website",3.4,160,160,"American",83,11.1,"03"
"197","IS","MS","E-mail",3.3,164,166,"American",46,5.6,"05"
"4284","CS","PhD","E-mail",3.94,143,164,"International",35,3.4,"03"
"7809","CS","PhD","Website",NA,NA,NA,"International with US Degree",26,3.3,"02"
"12818","CS","PhD","E-mail",NA,NA,NA,"American",15,1.9,"03"
"7070","ECE","MS","E-mail",NA,NA,NA,"International",73,6.7,"03"
"8184","CS","PhD","E-mail",NA,NA,NA,"International",50,4.7,"02"
"1604","CS","MS","E-mail",NA,NA,NA,"International",83,9.9,"03"
"10720","ECE","PhD","E-mail",NA,163,166,"International",152,18.1,"02"
"12879","CS","PhD","E-mail",NA,NA,NA,"International",48,5.9,"03"
"3616","CS","MS","Website",NA,NA,NA,"Other",55,4.3,"05"
"983","CS","MS","E-mail",NA,161,167,"International",73,6.7,"03"
"14836","CS","PhD","Website",NA,NA,NA,"International",42,5.4,"03"
"4519","CS","PhD","E-mail",NA,152,166,"International",30,2.8,"03"
"8635","CS","PhD","Phone",3.9,158,170,"American",57,8.4,"02"
"16082","CS","PhD","E-mail",NA,NA,NA,"International",53,4.8,"02"
"12057","CS","MS","Website",NA,NA,NA,"International",39,2.4,"04"
"12685","ECE","PhD","E-mail",NA,NA,NA,"International",35,3.4,"01"
"10196","ECE","MS","E-mail",NA,NA,NA,"International",83,11.1,"03"
"14847","CS","MS","Website",NA,NA,NA,"International",42,5.4,"03"
"1039","CS","MS","E-mail",NA,NA,NA,"American",47,5.8,"03"
"14809","ECE","PhD","E-mail",NA,NA,NA,"International with US Degree",47,3,"03"
"524","CS","MS","Website",NA,156,163,"International",37,5,"04"
"9945","CS","PhD","E-mail",3.39,162,161,"International",68,8.7,"03"
"5580","CS","MS","Website",3.89,167,168,"American",23,2.7,"01"
"2198","CS","PhD","E-mail",3.6,165,170,"International with US Degree",22,2.4,"02"
"8532","CS","PhD","E-mail",NA,152,165,"International",32,2.7,"02"
"4341","CS","MS","Website",NA,148,152,"American",12,1.2,"03"
"8497","CS","PhD","E-mail",3.9,169,163,"American",152,18.1,"02"
"2912","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"9391","CS","MS","E-mail",NA,NA,NA,"International",40,3.6,"03"
"8844","CS","PhD","E-mail",NA,NA,NA,"American",42,5.4,"01"
"5","CS","MS","E-mail",3.5,156,169,"International",23,1.9,"10"
"2317","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",52,6.4,"02"
"1380","CS","MS","E-mail",NA,NA,NA,"American",63,8.6,"03"
"7403","CS","PhD","E-mail",3.57,149,167,"International",35,3.4,"03"
"2154","CS","MS","E-mail",3.41,168,170,"American",47,5.8,"02"
"7618","CS","PhD","Website",NA,NA,NA,"International",52,6.4,"03"
"10604","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",23,2.7,"02"
"1335","CS","MS","Website",3.5,153,170,"International",16,1.3,"03"
"14710","CS","MS","Website",NA,NA,NA,"International",46,5.6,"04"
"3427","CS","PhD","E-mail",NA,151,170,"International",48,5.9,"01"
"2675","CS","MS","E-mail",NA,NA,NA,"International",152,18.1,"02"
"12400","CS","PhD","E-mail",NA,152,164,"International",NA,NA,"03"
"16469","CS","PhD","E-mail",NA,NA,NA,"American",83,9.9,"01"
"7554","CS","MS","Website",3.6,160,161,"International",42,5.4,"03"
"5843","CS","PhD","E-mail",NA,154,169,"International",57,8.4,"01"
"4150","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",24,2,"02"
"8223","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",57,11.5,"02"
"1460","CS","MS","Website",3.74,154,166,"International",55,4.3,"03"
"15587","CS","PhD","Other",NA,NA,NA,"International",36,2.8,"02"
"14301","CS","MS","E-mail",NA,NA,NA,"International",37,3.1,"05"
"3753","CS","MS","E-mail",NA,NA,NA,"International",55,4.3,"04"
"12686","CS","PhD","E-mail",NA,NA,NA,"International",39,2.4,"03"
"5365","CS","PhD","E-mail",NA,NA,NA,"International",22,2.5,"02"
"5689","CS","PhD","E-mail",3.5,159,170,"American",26,2.5,"02"
"6614","CS","PhD","E-mail",NA,NA,NA,"American",42,5.4,"04"
"8432","CS","PhD","E-mail",NA,NA,NA,"American",52,6.4,"02"
"11292","CS","PhD","E-mail",3.96,158,168,"International",68,8.7,"02"
"7412","CS","MS","E-mail",3.9,163,165,"International",30,2.3,"02"
"8709","CS","MS","E-mail",3.47,167,170,"International",152,18.1,"02"
"2406","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",50,4.7,"02"
"816","CS","MS","E-mail",3.2,157,160,"American",47,5.8,"04"
"4430","CS","MS","E-mail",NA,NA,NA,"International",37,5,"03"
"11547","ECE","PhD","Phone",NA,NA,NA,"American",57,11.5,"01"
"3954","CS","MS","E-mail",3.8,157,166,"International",22,2.4,"04"
"12643","CS","MS","E-mail",NA,NA,NA,"American",47,5.8,"03"
"13431","CS","PhD","E-mail",NA,NA,NA,"International",37,5,"02"
"13056","CS","PhD","E-mail",NA,NA,NA,"International",83,9.9,"03"
"6259","ECE","MS","E-mail",NA,NA,NA,"International",42,5.4,"05"
"13719","CS","PhD","E-mail",NA,NA,NA,"International",25,3.5,"02"
"14634","CS","MS","E-mail",NA,NA,NA,"International",46,4.3,"04"
"10639","CS","PhD","E-mail",3.78,163,158,"American",24,2,"01"
"15965","ECE","MS","E-mail",NA,NA,NA,"International",83,11.1,"02"
"13616","CS","PhD","Website",NA,NA,NA,"International",85,12.3,"02"
"14061","CS","PhD","Phone",3.95,162,166,"International",57,8.4,"02"
"6689","CS","MS","E-mail",NA,NA,NA,"International",63,8.6,"04"
"9560","HCI","PhD","E-mail",4,157,158,"International with US Degree",73,6.7,"03"
"14904","CS","PhD","E-mail",NA,NA,NA,"International",35,3.4,"03"
"11864","CS","PhD","E-mail",NA,NA,NA,"International",46,4.3,"04"
"10872","CS","PhD","E-mail",NA,NA,NA,"American",152,18.1,"02"
"3482","CS","PhD","Other",3.4,168,168,"American",51,5.3,"01"
"13691","CS","PhD","E-mail",NA,NA,NA,"International",55,4.7,"02"
"4323","CS","PhD","E-mail",NA,NA,NA,"American",68,8.7,"03"
"9101","CS","MS","E-mail",NA,NA,NA,"American",6,1.1,"04"
"5549","CS","PhD","E-mail",4,170,169,"American",42,5.4,"01"
"7288","ECE","PhD","E-mail",3.4,159,165,"International",83,9.9,"03"
"12958","CS","PhD","E-mail",NA,NA,NA,"American",42,2.6,"03"
"2010","CS","MS","E-mail",3.6,165,168,"International",152,18.1,"03"
"7775","CS","MS","E-mail",NA,NA,NA,"International",53,4.8,"02"
"8680","CS","PhD","Other",NA,NA,NA,"American",24,2.1,"02"
"13136","CS","PhD","E-mail",NA,NA,NA,"International",20,2.3,"03"
"6948","CS","MS","E-mail",NA,NA,NA,"American",57,11.5,"03"
"15111","ECE","PhD","Postal Service",NA,NA,NA,"International with US Degree",73,6.7,"03"
"1752","CS","MS","Website",NA,NA,NA,"International",30,2.3,"03"
"13984","CS","PhD","E-mail",NA,NA,NA,"International",51,5.3,"02"
"10227","CS","PhD","E-mail",4,151,160,"International",83,11.1,"03"
"3405","CS","PhD","E-mail",NA,NA,NA,"American",42,5.4,"01"
"209","CS","MS","E-mail",NA,NA,NA,"International",28,2.9,"04"
"14102","CS","PhD","E-mail",NA,NA,NA,"International with US Degree",57,8.4,"02"
"4490","CS","MS","Website",3.73,153,170,"International with US Degree",52,6.4,"03"
"6334","CS","PhD","E-mail",NA,NA,NA,"International",12,1.2,"04"
"4268","CS","MS","E-mail",NA,NA,NA,"American",37,5,"03"
"8747","CS","PhD","E-mail",NA,NA,NA,"International",42,5.4,"01"
"691","ECE","PhD","E-mail",NA,NA,NA,"American",37,3.4,"04"
"9523","HCI","MS","E-mail",NA,NA,NA,"International",73,6.7,"03"
"4199","CS","PhD","E-mail",3.35,168,154,"International",NA,NA,"03"
"3308","CS","PhD","E-mail",NA,166,160,"International",21,2.4,"02"
"7123","CS","PhD","Website",NA,NA,NA,"International",43,3.6,"03"
"16396","CS","PhD","E-mail",NA,NA,NA,"International",152,18.1,"02"
"1224","CS","MS","E-mail",NA,NA,NA,"International",35,3.4,"03"
"5233","CS","Other","E-mail",3.54,159,162,"American",68,8.7,"02"
"15661","CS","PhD","E-mail",NA,NA,NA,"International",37,5,"02"
"14403","CS","PhD","E-mail",NA,NA,NA,"International",55,4.3,"04"
"10973","CS","PhD","E-mail",4,156,166,"International",83,11.1,"02"
"11841","CS","MS","E-mail",NA,153,163,"International",68,8.7,"04"
"11725","CS","PhD","E-mail",3.45,158,166,"International",21,2.1,"04"
"3432","CS","MS","E-mail",3.67,143,159,"International",12,1.5,"01"
"5077","ECE","PhD","E-mail",3.9,154,170,"International",19,2.8,"02"
"15572","CS","PhD","E-mail",3.8,170,142,"International",50,5.7,"02"
"11024","CS","MS","E-mail",NA,NA,NA,"International",152,18.1,"02"
"3425","CS","MS","E-mail",4,157,167,"International",53,6.9,"01"
"5810","CS","PhD","Website",NA,NA,NA,"International",73,6.7,"02"
"1868","CS","PhD","E-mail",2.7,148,166,"International",21,2.4,"03"
"11852","CS","PhD","Website",NA,NA,NA,"International",37,3.4,"04"
"9508","CS","MS","E-mail",NA,156,164,"International",42,5.4,"03"
"5713","CS","PhD","E-mail",4,162,170,"International",50,5.7,"02"
"16209","CS","MS","E-mail",NA,NA,NA,"International",26,2.5,"02"
"7259","CS","MS","E-mail",3.81,169,170,"American",83,9.9,"03"
"13486","CS","PhD","Phone",NA,NA,NA,"International",68,8.7,"02"
"1441","CS","MS","E-mail",3.75,154,167,"International",55,4.3,"03"
"16292","CS","PhD","E-mail",NA,NA,NA,"International",68,8.7,"02"
"785","CS","MS","E-mail",NA,165,164,"International",NA,NA,"04"
